,Survey Year,SalaryUSD,PostalCode,EmploymentStatus,JobTitle,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,Gender,OtherJobDuties
2918,2018,187500.0,85048,Full time employee,Architect,10,Not Asked,3,Male,"Analyst, Architect, Developer: App code (C#, JS, etc), Engineer"
2919,2018,78000.0,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,1,Male,
2922,2018,65000.0,5401,Full time employee of a consulting/contracting company,Analyst,3,Not Asked,2,Male,"Analyst, DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL"
2923,2018,100000.0,33,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),18,Not Asked,None,Male,
2930,2018,124000.0,34772,Full time employee,Manager,3,Not Asked,2,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
2931,2018,80000.0,,"Independent consultant, contractor, freelancer,  or company owner","Developer: Business Intelligence (SSRS, PowerBI, etc)",2,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
2932,2018,110000.0,90032,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,Not Asked,2,Male,
2933,2018,188000.0,98401,"Independent consultant, contractor, freelancer,  or company owner",Other,15,Not Asked,4,Male,"Analyst, Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
2934,2018,123000.0,,Full time employee,Architect,7,Not Asked,None,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc)"
2938,2018,94500.0,43537,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),15,Not Asked,1,Male,"Developer: App code (C#, JS, etc), Developer: T-SQL"
2939,2018,86000.0,59102,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),9,Not Asked,None,Male,Analyst
2940,2018,130000.0,78255,Full time employee of a consulting/contracting company,Engineer,10,Not Asked,2,Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Engineer"
2941,2018,115000.0,92124,Full time employee,Developer: T-SQL,11,Not Asked,More than 5,Male,
2942,2018,124000.0,23294,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,None,Male,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)"
2943,2018,102232.0,40229,Full time employee,Architect,3,Not Asked,None,Male,
2944,2018,90000.0,37919,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",11,Not Asked,2,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
2945,2018,124000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,Not Asked,1,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Manager"
2947,2018,60000.0,32607,Full time employee,Analyst,14,Not Asked,None,Male,Data Scientist
2948,2018,99000.0,63109,Full time employee,Developer: T-SQL,5,Not Asked,More than 5,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
2949,2018,100000.0,55418,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",3,Not Asked,None,Female,"DBA (Development Focus - tunes queries, indexes, does deployments)"
2950,2018,63000.0,46825,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,Not Asked,None,Female,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
2951,2018,98000.0,78641,Full time employee,"Developer: App code (C#, JS, etc)",28,Not Asked,None,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL"
2952,2018,73840.0,54403,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",2,Not Asked,1,Female,Analyst
2953,2018,135000.0,079xx,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,3,Male,"Analyst, Architect, Developer: T-SQL"
2954,2018,136000.0,32174,Full time employee,Architect,3,Not Asked,None,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc)"
2955,2018,86500.0,60515,Full time employee,Analyst,5,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
2956,2018,140000.0,92832,Full time employee,"Developer: App code (C#, JS, etc)",18,Not Asked,None,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
2957,2018,128000.0,74006,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",9,Not Asked,More than 5,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Engineer"
2959,2018,97000.0,97141,Full time employee,Analyst,9,Not Asked,1,Female,Engineer
2960,2018,110000.0,60805,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager"
2961,2018,70000.0,10013,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,None,Male,
2963,2018,95000.0,63146,Full time employee,Analyst,18,Not Asked,1,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
2964,2018,131000.0,30062,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",1,Not Asked,2,Female,
2965,2018,220000.0,92101,"Independent consultant, contractor, freelancer,  or company owner",Architect,5,Not Asked,5,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager"
2971,2018,95000.0,37203,Full time employee,Manager,6,Not Asked,None,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL, Engineer"
2972,2018,120000.0,97209,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),12,Not Asked,More than 5,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
2974,2018,85544.0,17406,Full time employee,"Developer: App code (C#, JS, etc)",30,Not Asked,None,Male,"Analyst, Data Scientist, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Engineer"
2975,2018,104000.0,21060,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,Not Asked,More than 5,Male,
2976,2018,100000.0,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,1,Female,
2977,2018,64000.0,80401,"Independent consultant, contractor, freelancer,  or company owner",DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),27,Not Asked,None,Female,"Analyst, Architect"
2979,2018,130000.0,60073,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",6,Not Asked,2,Male,"Analyst, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
2980,2018,108000.0,99301,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",1,Not Asked,1,Female,
2981,2018,130000.0,64152,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,1,Male,Engineer
2982,2018,87000.0,55113,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",3,Not Asked,3,Male,"Analyst, Developer: T-SQL"
2983,2018,135000.0,92630,Full time employee,Architect,1,Not Asked,3,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
2986,2018,151000.0,98166,Full time employee,Developer: T-SQL,9,Not Asked,5,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
2988,2018,117000.0,83714,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,None,Male,Engineer
2990,2018,135000.0,50265,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",12,Not Asked,2,Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
2992,2018,76000.0,8234,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,Not Asked,5,Male,
2993,2018,125000.0,60532,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",20,Not Asked,1,Male,Engineer
2994,2018,138000.0,2114,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,None,Female,
2995,2018,97500.0,19428,Full time employee,Developer: T-SQL,7,Not Asked,None,Male,"Analyst, Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
2996,2018,60000.0,23236,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",4,Not Asked,4,Male,Analyst
2998,2018,120000.0,92056,Full time employee,Engineer,1,Not Asked,None,Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL"
2999,2018,95000.0,,Full time employee,Manager,2,Not Asked,None,Male,"Analyst, Data Scientist, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3000,2018,120000.0,92056,Full time employee,Engineer,1,Not Asked,None,Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL"
3001,2018,120000.0,92056,Full time employee,Engineer,1,Not Asked,None,Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL"
3002,2018,120000.0,92056,Full time employee,Engineer,1,Not Asked,None,Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL"
3003,2018,120000.0,92056,Full time employee,Engineer,1,Not Asked,None,Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL"
3004,2018,152000.0,78749,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),34,Not Asked,1,Male,
3005,2018,123000.0,19462,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,Not Asked,2,Male,
3006,2018,85000.0,76262,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
3007,2018,150000.0,85250,Full time employee,Manager,1,Not Asked,More than 5,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3008,2018,95000.0,97078,Full time employee,Analyst,10,Not Asked,More than 5,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3009,2018,175000.0,,Full time employee of a consulting/contracting company,Architect,6,Not Asked,None,Male,"Developer: T-SQL, Engineer"
3010,2018,100000.0,37932,Full time employee,Analyst,2,Not Asked,None,Male,"Architect, Data Scientist, Developer: T-SQL"
3011,2018,75000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",3,Not Asked,1,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
3012,2018,158200.0,21001,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",18,Not Asked,None,Male,"Analyst, Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR)"
3013,2018,95000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",3,Not Asked,None,Male,
3014,2018,345000.0,10014,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,3,Male,"Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Manager"
3015,2018,90000.0,33711,Full time employee,"Developer: App code (C#, JS, etc)",1,Not Asked,2,Male,Architect
3016,2018,115000.0,2919,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,Not Asked,More than 5,Female,
3017,2018,86000.0,78610,Full time employee,Analyst,10,Not Asked,None,Male,"Data Scientist, Developer: App code (C#, JS, etc), Developer: T-SQL, Manager"
3018,2018,150000.0,50322,"Independent consultant, contractor, freelancer,  or company owner",Architect,4,Not Asked,2,Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager"
3019,2018,121000.0,33545,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,1,Male,"Analyst, Architect, Data Scientist, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager"
3021,2018,91000.0,98579,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),17,Not Asked,3,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
3022,2018,140394.0,98107,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),20,Not Asked,2,Male,Developer: T-SQL
3023,2018,105000.0,2134,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,1,Male,"Developer: T-SQL, Engineer"
3024,2018,150000.0,60601,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",3,Not Asked,None,Male,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
3026,2018,105000.0,13057,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),15,Not Asked,None,Male,"Analyst, Architect, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3027,2018,125000.0,15243,Full time employee,Developer: T-SQL,2,Not Asked,3,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Manager"
3028,2018,86000.0,85282,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,1,Female,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3029,2018,65000.0,31533,Full time employee,Developer: T-SQL,2,Not Asked,1,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc)"
3030,2018,125000.0,1730,Full time employee,Developer: T-SQL,3,Not Asked,4,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
3032,2018,100000.0,11691,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),0,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
3033,2018,109500.0,30060,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),9,Not Asked,1,Male,"Analyst, Architect, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer"
3048,2018,103000.0,3801,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",4,Not Asked,4,Male,"Analyst, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3049,2018,93000.0,37228,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",26,Not Asked,None,Male,"Analyst, Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3050,2018,83000.0,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,5,Female,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)"
3051,2018,75000.0,15086,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",6,Not Asked,More than 5,Male,
3052,2018,120000.0,37076,Full time employee,Architect,2,Not Asked,4,Prefer not to say,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Manager"
3053,2018,123000.0,28277,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",11,Not Asked,More than 5,Female,"DBA (Development Focus - tunes queries, indexes, does deployments)"
3054,2018,115000.0,17601,Full time employee,Architect,10,Not Asked,4,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL"
3056,2018,133010.0,98101,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,Not Asked,1,Female,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
3058,2018,107500.0,30114,Full time employee,"Developer: App code (C#, JS, etc)",20,Not Asked,2,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL"
3063,2018,95000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",6,Not Asked,None,Male,Analyst
3064,2018,132500.0,10014,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",4,Not Asked,3,Male,
3065,2018,87700.0,98501,Full time employee,"Developer: App code (C#, JS, etc)",25,Not Asked,3,Male,Developer: T-SQL
3066,2018,62000.0,36609,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,3,Female,
3067,2018,80000.0,75060,Full time employee,Developer: T-SQL,11,Not Asked,2,Female,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
3068,2018,145000.0,,"Independent consultant, contractor, freelancer,  or company owner",Developer: T-SQL,7,Not Asked,More than 5,Male,
3071,2018,157000.0,55378,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),23,Not Asked,1,Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Engineer"
3072,2018,90000.0,48108,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",4,Not Asked,None,Male,Engineer
3073,2018,40000.0,67401,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",21,Not Asked,None,Male,Manager
3074,2018,114000.0,84108,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,Not Asked,1,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Manager"
3075,2018,85000.0,98632,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",17,Not Asked,None,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
3076,2018,99000.0,6082,Full time employee,Developer: T-SQL,4,Not Asked,1,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)"
3077,2018,133000.0,94526,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),0,Not Asked,4,Female,
3078,2018,120000.0,76107,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),7,Not Asked,None,Male,"Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3079,2018,56000.0,93643,Full time employee,Analyst,6,Not Asked,1,Male,
3080,2018,85000.0,84790,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,None,Male,"Architect, Engineer, Manager"
3081,2018,105000.0,53705,Full time employee,Developer: T-SQL,15,Not Asked,1,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Engineer"
3082,2018,110000.0,27406,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",13,Not Asked,5,Female,
3083,2018,85000.0,32258,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,Not Asked,1,Male,
3084,2018,155000.0,91502,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),6,Not Asked,4,Female,Architect
3085,2018,110000.0,48328,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,Not Asked,5,Male,
3086,2018,115000.0,64108,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,Not Asked,2,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
3088,2018,100000.0,8701,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,1,Female,"Developer: T-SQL, Manager"
3089,2018,95000.0,4112,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),15,Not Asked,3,Female,
3091,2018,90000.0,55805,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,None,Male,Developer: T-SQL
3092,2018,80000.0,91762,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,None,Male,"Data Scientist, Developer: Business Intelligence (SSRS, PowerBI, etc)"
3093,2018,65000.0,45215,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,2,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
3094,2018,113000.0,53202,Full time employee,Architect,2,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3095,2018,114000.0,46204,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,None,Male,Engineer
3096,2018,109000.0,29638,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",20,Not Asked,More than 5,Female,"DBA (Development Focus - tunes queries, indexes, does deployments)"
3097,2018,55000.0,92620,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,None,Male,"Developer: App code (C#, JS, etc), Developer: T-SQL"
3098,2018,80000.0,97401,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",20,Not Asked,None,Male,"Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3099,2018,95000.0,94805,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",4,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3100,2018,77855.0,87102,Full time employee,Architect,2,Not Asked,None,Female,"Data Scientist, Developer: Business Intelligence (SSRS, PowerBI, etc)"
3102,2018,115500.0,30566,"Independent consultant, contractor, freelancer,  or company owner",DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,None,Male,
3103,2018,65000.0,895,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Manager"
3104,2018,75000.0,29,Full time employee,Developer: T-SQL,5,Not Asked,3,Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL, Engineer"
3105,2018,70000.0,95650,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",2,Not Asked,2,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
3106,2018,116340.0,98101,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",4,Not Asked,5,Female,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments)"
3107,2018,116000.0,27602,Full time employee,Data Scientist,1,Not Asked,None,Male,"Analyst, Architect, Developer: Business Intelligence (SSRS, PowerBI, etc)"
3108,2018,91000.0,33000,Full time employee,Engineer,3,Not Asked,5,Male,
3109,2018,120000.0,146,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)"
3110,2018,140000.0,44313,Full time employee,Architect,6,Not Asked,3,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
3111,2018,76500.0,83646,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,1,Male,
3112,2018,81000.0,43026,Full time employee,Analyst,3,Not Asked,None,Male,
3113,2018,107000.0,92614,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),7,Not Asked,1,Male,"Analyst, Architect, Data Scientist, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3114,2018,105000.0,83401,Full time employee,Manager,1,Not Asked,None,Male,"Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc)"
3115,2018,87000.0,76131,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,1,Male,
3116,2018,120000.0,97007,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",1,Not Asked,None,Female,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3117,2018,89000.0,71730,Full time employee,Developer: T-SQL,10,Not Asked,None,Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments)"
3118,2018,120000.0,11741,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",5,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL"
3120,2018,88000.0,19406,Full time employee,"Developer: App code (C#, JS, etc)",7,Not Asked,None,Male,Developer: T-SQL
3122,2018,98000.0,2116,Full time employee,Manager,4,Not Asked,More than 5,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
3124,2018,110000.0,78701,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,1,Male,
3125,2018,130000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",3,Not Asked,More than 5,Male,
3126,2018,120000.0,83716,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),20,Not Asked,More than 5,Female,
3127,2018,100000.0,3054,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,None,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Manager"
3128,2018,103000.0,95060,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,Not Asked,2,Male,Analyst
3129,2018,100000.0,60604,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),9,Not Asked,3,Female,Developer: T-SQL
3130,2018,123000.0,97113,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),15,Not Asked,2,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)"
